"location_num","location_name","location_status","operator_num","operator_name","operator_type","co_owned_flag","projected_open_date","open_date","closed_date","location_category","concept_type","location_type","location_subtype","prototype","location_format","square_footage","prototype_square_footage","has_drive_thru","drive_thru_lanes","drive_thru_pickup_windows","kitchen_layout","parking_spaces","parking_spaces_handicap","has_dining_room","seating_total_original","address_line_1","address_line_2","address_line_3","city","county","state","country_name","country_code","zip_code","gps_latitude","gps_longitude","phone_number","price_group","distribution_center","dc_code","distributor","region","service_team_code","service_team","business_consultant","operations_lead","area_director","operator_team_code","operator_team","market_code","market","last_updated","filepath","insert_timestamp","load_date"
"02188",Hot Springs FSU,OPEN,"05043",Jonathan Richardson,OPR,N,2008-03-06 00:00:00.000,2008-03-06 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,3879.00,0.00,Y,1,1,L-Traditional,0,2,N,0,"100 Cornerstone Blvd",,,Hot Springs,Garland,AR,United States,US,"71913-6506","34.46039",-93.061279,"501/520-0620","25",MB-Little Rock AR,LTR,MARTIN BROWER,Southwest Region,S1,SW Region Team #1,Ashley Holley,Ashley Holley,Jodee Morgan,CARK,Central Arkansas,"693","Little Rock-Pine Bluff, AR",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04494",Bremen FSU,OPEN,"18191",Josh Prichard,OPR,N,2021-10-07 00:00:00.000,2021-10-07 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"89 US Highway 27 Byp",,,Bremen,Carroll,GA,United States,US,"30110-1900","33.687922",-85.150197,"770/537-8744","18",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E1,SE Region Team #1,Nancy Easterling,Nancy Easterling,Lauren Miller,ATL7,ATL-20 West,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00344",Woodville Mall,CLOSED,"00589",,OPR,N,1981-06-16 00:00:00.000,1981-06-16 00:00:00.000,1993-12-24 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"962-3725 Williston Rd",,,Northwood,Wood,OH,United States,US,"43619",,,"419/693-2350",,,,,Midwest Region,M1,MW Region Team #1,Lauren Schwartz,Lauren Schwartz,Scott Mayson,CAC,Cleve-Akron-Canton,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01613",Hattiesburg FSU,OPEN,"10164",Jon Munger,OPR,N,2005-09-29 00:00:00.000,2005-11-10 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4675.00,0.00,Y,2,1,Centerline,,3,N,,"6099 U S Highway 98",,,Hattiesburg,Lamar,MS,United States,US,"39402-9456","31.322513",-89.380683,"601/579-9119","20",MB-Baton Rouge LA,BTR,MARTIN BROWER,Southeast Region,E3,SE Region Team #3,Scott PicKell,Scott PicKell,Amy Rich,JKSN,Jackson,"710","Hattiesburg-Laurel, MS",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02945",Center of the Universe FSU,OPEN,"01441",Howe Rice,OPR,N,2013-05-30 00:00:00.000,2013-05-30 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4934.00,0.00,Y,1,1,Centerline,,3,N,,"815 England St",,,Ashland,Hanover,VA,United States,US,"23005-2232","37.757845",-77.464226,"804/798-9008","24",QCD-Suffolk VA,SUF,Quality Custom Distribution,Atlantic Region,A2,AT Region Team #2,Chris Rocha,Chris Rocha,Kevin Malone,RCHN,Richmond North,"556","Richmond-Petersburg, VA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01151",Christiansburg FSU,OPEN,"01304",Eric Kuchan,OPR,N,2000-09-07 00:00:00.000,2000-09-07 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4459.00,0.00,Y,2,1,Dual Line,61,0,N,0,"2200 N Franklin St",,,Christiansburg,Montgomery,VA,United States,US,"24073-1112","37.15903",-80.42185,"540/394-4488","23",QCD-Pineville NC,PIN,Quality Custom Distribution,Atlantic Region,A2,AT Region Team #2,Chris Rocha,Chris Rocha,Kevin Malone,SVA1,Southern Virginia 1,"573","Roanoke-Lynchburg, VA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04446",DeKalb (IL) FSU,FUTURE,,,,,2023-02-09 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"2300 Sycamore Rd",,,Dekalb,Dekalb,IL,United States,US,"60115-2067","41.951026",-88.72606,,,,,,,,,,,,,,"602","Chicago, IL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01464",Terminated - Citrus Park FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,Citrus Park Drive,,,Tampa,Hillsborough,FL,United States,US,,"28.06471",-82.583456,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02801",Lake Highlands In-Line DT,OPEN,"09764",Lori Canales,OPR,N,2012-02-09 00:00:00.000,2012-02-09 00:00:00.000,,Core,CFA,FSU,FSU,,In-Line,4040.00,0.00,Y,2,1,Centerline,2,41,N,0,"6176 Retail Rd Ste 100",,,Dallas,Dallas,TX,United States,US,"75231-7813","32.861014",-96.754878,"214/890-7551","23",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S3,SW Region Team #3,Theron Nixon,Theron Nixon,Hoovey McGuirt,DFDC,DFW Dallas Central,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03607",Terminated Battle Creek FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,SE Quadrant of M66 and Beckley Road,,,Battle Creek,Calhoun,MI,United States,US,"49014","42.260676",-85.176298,,,,,,Midwest Region,M2,MW Region Team #2,Kim McGrady,,Dericus Harvey,MICH,Michigan,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01167",Buckhead FSU #2-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Atlanta,,GA,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03582",Vienna on Maple FSU,OPEN,"15686",Jeff Hubley,OPR,N,2019-11-21 00:00:00.000,2019-11-21 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,5280.00,5280.00,Y,2,1,Centerline,58,2,N,82,"538 Maple Ave W",,,Vienna,Fairfax,VA,United States,US,"22180-4225","38.893467",-77.274809,"571/363-3944","27",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N1,NE Region Team #1,Carla Armstrong,Carla Armstrong,Demetrius Ingram,FRFX,Fairfax,"511","Washington, DC (Hagerstown, MD)",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01559",Summit Heights FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,SEQ I-15 & Summit Ave.,,,Fontana,San Bernardino,CA,United States,US,"92336",,,,,,,,,"02",Piedmont Team 2,,,,CALF,California,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02629",Arnold FSU,OPEN,"16708",Shane Neel,OPR,N,2010-09-09 00:00:00.000,2010-09-09 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4596.00,0.00,Y,1,1,L-Traditional,64,0,N,0,"1 Arnold Mall",,,Arnold,Jefferson,MO,United States,US,"63010-2223","38.444522",-90.373045,"636/287-9814","25",McLane-Shawnee KS,SHA,MCLANE COMPANY INC,Midwest Region,M1,MW Region Team #1,Gina Tucker,Gina Tucker,Scott Mayson,STLO,St. Louis,"609","St. Louis, MO",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00923",Braker Lane FSU,OPEN,"01074",Jeff Glover,OPR,N,,2000-02-10 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,5638.00,0.00,Y,2,2,Centerline,74,3,N,159,"10901 Research Blvd Svrd NB",,,Austin,Travis,TX,United States,US,"78759-5719","30.401113",-97.744943,"512/343-1989","27",QCD-San Antonio TX,SAN,Quality Custom Distribution,Southwest Region,S1,SW Region Team #1,Ryan Magnon,Ryan Magnon,Jodee Morgan,AUSN,Austin North,"635","Austin, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02467",South Warner Robins FSU,OPEN,"01929",Pat Braski,OPR,N,2010-01-28 00:00:00.000,2010-01-28 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4427.00,0.00,Y,2,1,Dual Line Plus,58,0,N,138,"790 Highway 96",,,Bonaire,Houston,GA,United States,US,"31005-3300","32.553896",-83.660591,"478/987-2140","23",MBM-Macon GA,MCN,MCLANE COMPANY INC,Southeast Region,E1,SE Region Team #1,J.T. Robinson,J.T. Robinson,Lauren Miller,MIGA,Middle Georgia,"503","Macon, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80074",Blue Cross/Blue Shield HOC Bldg,CLOSED,,Cary Arnold,,,1994-11-01 00:00:00.000,1994-11-01 00:00:00.000,1997-06-27 00:00:00.000,LIC,LIC,OFFC,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"532 Riverside Ave",,,Jacksonville,Duval,FL,United States,US,"32202-4914","0","0",,"7",,,,Southeast Region,E3,SE Region Team #3,Mark Bragg,Mark Bragg,Amy Rich,JAXC,Jacksonville Central,"561","Jacksonville, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02014",Sports Arena FSU,OPEN,"07480",Matt Hughes,OPR,N,2006-11-02 00:00:00.000,2006-11-02 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4029.00,0.00,Y,1,1,L-Traditional,51,0,N,0,"3570 Sports Arena Blvd",,,San Diego,San Diego,CA,United States,US,"92110-4919","32.754056",-117.21182,"619/758-1555","33",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Danielle Jackson,Danielle Jackson,Mike Hensley,SDCO,San Diego Co.,"825","San Diego, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00858",Hwy. 6 & Bellaire FSU,OPEN,"10564",Willie Anthony-Garrett,OPR,N,1993-08-19 00:00:00.000,1993-08-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,5170.00,0.00,Y,2,1,Centerline,52,3,N,102,"6895 Highway 6 S",,,Houston,Harris,TX,United States,US,"77083-3301","29.703011",-95.643411,"281/568-0702","19",McLane-Houston TX,HOU,MCLANE COMPANY INC,Southwest Region,S2,SW Region Team #2,Mark Devenney,Mark Devenney,Joanna Symonds,HOSW,Houston Southwest,"618","Houston, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80691",San Jose International Airport - Terminal B,OPEN,"08315",Will Wong,OPR,N,2019-09-23 00:00:00.000,2019-09-18 00:00:00.000,,LIC,LIC,AIR,SAT,,,0.00,0.00,N,0,,,,,N,,"1701 Airport Blvd",Terminal B,,San Jose,Santa Clara,CA,United States,US,"95110-1202","37.366021",-121.925788,"408/652-7404","32",Mclane - Manteca CA,MTC,MCLANE COMPANY INC,West Region,W3,West Licensing Team,,,,LI18,Licensing Sara P W,"807","San Francisco-Oakland-San Jose, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"70008",Edgewater,OPEN,"00000",Vance Smith,DWH,N,2003-03-27 00:00:00.000,2003-03-27 00:00:00.000,,Core,DWH,DHG,DH,,,,,Y,1,1,,,,N,,"10 Indian River Boulevard",,,Edgewater,Volusia,FL,United States,US,"32141","28.97225",-80.896173,"386/478-1490","25",QCD-Apopka FL,APO,Quality Custom Distribution,Continuous Improvement,DH,Dwarf House Svc Team,Mandy Dawkins,Mandy Dawkins,,DWH,Dwarf House,"534","Orlando-Daytona Beach-Melbourne, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80514",Flagler College,OPEN,"02763",Wayne Efford,OPR,N,2012-08-01 00:00:00.000,2012-08-27 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"50 Sevilla St",Ringhaver Student Center,,Saint Augustine,St Johns,FL,United States,US,"32084-3536","29.89216",-81.31616108,"904/829-5861","34",QCD-Apopka FL,APO,Quality Custom Distribution,Southeast Region,E4,SE Licensing Team,,,,LI05,Licensing Scott SE,"561","Jacksonville, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80436",University of Scranton,OPEN,"14824",Chris Cathcart,OPR,N,,2008-01-22 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"900 Mulberry St",DeNaples Student Center,,Scranton,Lackawanna,PA,United States,US,"18510-2407","41.40677",-75.65589288,"570/941-7456","24",MB-Coatesville PA,COA,MARTIN BROWER,Northeast Region,N3,NE Licensing Team,,,,LI04,Licensing Rob NE,"577","Wilkes Barre-Scranton, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80232",Sheraton Hotel Lakeside,NEVER OPENED,,,,,,,,LIC,LIC,OFFC,SAT,,,,,N,,,,,,N,,,,,,,,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02136",Moncks Corner FSU - Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,"Ourparcel 5,",Trail Race Crossing Shopping,,Moncks Corner,Berkely,SC,United States,US,"29461",,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"05163",Riverview North FSU,FUTURE,,,,,2023-12-28 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4947.00,N,0,,,0,,N,0,SEC US Highway 301 & Whitt Rd.,,,Riverview,Hillsborough,FL,United States,US,"33569","27.85324",-82.32636,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04858",St. Charles (MO) FSU,FUTURE,,,,,2022-09-08 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"2010 Zumbehl Rd",,,Saint Charles,Saint Charles,MO,United States,US,"63303-2722","38.784525",-90.532093,,,,,,Midwest Region,M1,MW Region Team #1,Gina Tucker,Gina Tucker,Scott Mayson,STLO,St. Louis,"609","St. Louis, MO",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04279",Carson & Vermont FSU,OPEN,"20313",Ermias Ghebrezghi,OPR,N,2020-08-13 00:00:00.000,2020-08-13 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4992.00,4716.00,Y,2,1,Centerline,,2,N,,"819 W Carson St",,,Torrance,Los Angeles,CA,United States,US,"90502-2108","33.832111",-118.289416,"310/870-7047","38",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Stephen Goins,Stephen Goins,Mike Hensley,LASW,LA County Southwest,"803","Los Angeles, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80109",Mobile Infirmery,NEVER OPENED,,,,,,,,LIC,LIC,HOSP,SAT,,,,,N,,,,,,N,,,,,,,,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03022",Sergeant Road FSU,OPEN,"07563",Chad Eisenga,OPR,N,2012-11-01 00:00:00.000,2012-11-01 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,3895.00,0.00,Y,1,1,Centerline,58,2,N,104,"4428 Sergeant Rd",,,Sioux City,Woodbury,IA,United States,US,"51106-4703","42.447557",-96.349357,"712/276-4233","25",McLane-Shawnee KS,SHA,MCLANE COMPANY INC,Midwest Region,M1,MW Region Team #1,Dave Villiger,Wanda Young,Scott Mayson,NEBR,Nebraska,"624","Sioux City, IA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04663","601 West 181st Street In-Line",FUTURE,,,,,2022-03-24 00:00:00.000,,,Core,CFA,MALL,MALL,,In-Line,0.00,7420.00,N,0,,,0,0,N,0,"601 W 181st St",NWQ of 181 St. & St. Nicholas Ave,,New York,New York,NY,United States,US,"10033-4914","40.849568",-73.933846,,,FA-Boston MA,BOS,Food Authority of Massachusetts,Northeast Region,N2,NE Region Team #2,Brian Corbett,Brian Corbett,Scott Stover,MANH,Manhattan,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01056",Great Lakes Crossing-Terminated,NEVER OPENED,,,,,,,,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,N,,,,,Auburn Hills,Oakland,MI,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00977",Virginia Beach II-Terminated,NEVER OPENED,,,,,,,,Core,CFA,DTO,DTO,,Stand Alone,,,N,,,,,,N,,,,,Virginia Beach,None,VA,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02469",Concord Township FSU,OPEN,"03563",Jim Flood,OPR,N,2009-10-29 00:00:00.000,2009-10-29 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,3967.00,0.00,Y,1,1,Midline v2,58,0,N,0,"20 State Farm Dr ",,,Glen Mills,Delaware,PA,United States,US,"19342-1075","39.883115",-75.542323,"610/358-1997","25",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N2,NE Region Team #2,Bill Jerome,Bill Jerome,Scott Stover,PHLW,Philadelphia West,"504","Philadelphia, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02631",Lincoln Highway East FSU,OPEN,"12566",Judy Shaffer,OPR,N,2011-12-08 00:00:00.000,2011-12-08 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4596.00,0.00,Y,2,1,Centerline,0,0,N,0,"2467 Lincoln Hwy E",,,Lancaster,Lancaster,PA,United States,US,"17602-1445","40.02351",-76.19666,"717/205-2058","25",MB-Coatesville PA,COA,MARTIN BROWER,Northeast Region,N1,NE Region Team #1,Tyler Cape,Tyler Cape,Demetrius Ingram,CPEN,Central Pennsylvania,"566","Harrisburg-Lancaster-Lebanon-York, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04338",Orange FSU,OPEN,"17169",Eric Sienko,OPR,N,2020-04-09 00:00:00.000,2020-04-09 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,5009.00,0.00,Y,1,1,Centerline,,4,N,,"3130 N 16th St",,,Orange,Orange,TX,United States,US,"77630-2306","30.119833",-93.746718,"866/771-6961","23",McLane-Houston TX,HOU,MCLANE COMPANY INC,Southwest Region,S2,SW Region Team #2,Patrick Walker,Patrick Walker,Joanna Symonds,LOSA,Lower Sabine,"618","Houston, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01385",Delran FSU,OPEN,"00734",Sal Miliziano,OPR,N,2003-11-06 00:00:00.000,2003-11-06 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4078.00,0.00,Y,1,1,L-Traditional,0,0,N,0,"1301 Fairview Blvd",,,Delran,Burlington,NJ,United States,US,"08075-1452","40.020414",-74.943891,"856/764-0765","26",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N2,NE Region Team #2,Brandon Bray,Brandon Bray,Scott Stover,NJCN,New Jersey Central,"504","Philadelphia, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01724",Arden Fair FSU,OPEN,"12208",Joshua Paul,OPR,N,2006-09-28 00:00:00.000,2006-09-28 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4237.00,0.00,Y,1,1,,72,0,N,0,"2101 Alta Arden Expy",,,Sacramento,Sacramento,CA,United States,US,"95825-2221","38.598781",-121.417485,"916/922-2814","38",Mclane - Manteca CA,MTC,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Ron Pentz,Ron Pentz,Mike Hensley,SACW,Sacramento West,"862","Sacramento-Stockton-Modesto, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03538",Station Park FSU,OPEN,"10824",Seth Poor,OPR,N,2016-09-08 00:00:00.000,2016-09-08 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4885.00,4885.00,Y,2,1,Centerline,33,0,N,120,"440 N Station Pkwy",,,Farmington,Davis,UT,United States,US,"84025-2977","40.986234",-111.906355,"801/451-7021","27",QCD-Salt Lake City UT,SLC,Quality Custom Distribution,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,UTNO,Utah North,"770","Salt Lake City, UT",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00178",Mall of Memphis,CLOSED,"01896",,OPR,N,1981-10-07 00:00:00.000,1981-10-07 00:00:00.000,2001-10-31 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"4451 Mall of Memphis, R-453",,,Memphis,Shelby,TN,United States,US,"38118",,,"901/794-1996",,,,,Atlantic Region,A1,AT Region Team #1,Jack Kerr,Jack Kerr,Amy Millard,MEM3,Memphis 3,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04872",Highway 41 & Wood Park Dr FSU,FUTURE,,,,,2024-06-13 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,3687.00,N,0,,,0,0,N,0,Highway 41 & Wood Park Dr,,,Mt Pleasant,Charleston,SC,United States,US,"29466","32.904482",-79.823383,,,,,,Atlantic Region,A2,AT Region Team #2,Mark Pimpo,Mark Pimpo,Kevin Malone,CHL1,Charleston I,"519","Charleston, SC",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00694",New Tampa at I-75 FSU,OPEN,"01564",Jim Gibson,OPR,N,1998-08-18 00:00:00.000,1998-08-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4026.00,0.00,Y,1,1,Midline,42,2,N,108,"17513 Bruce B Downs Blvd",,,Tampa,Hillsborough,FL,United States,US,"33647-3211","28.12713203",-82.36813331,"813/977-2659","24",QCD-Apopka FL,APO,Quality Custom Distribution,Southeast Region,E2,SE Region Team #2,Scott Spears,Scott Spears,Brent Townsend,TMPC,Tampa Central,"539","Tampa-St. Petersburg (Sarasota), FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
